user_id,precision_at_10,recall_at_10,hit_rate_at_10,map_at_10,ndcg_at_10,genre_diversity,history_size,relevant_items,user_segment
310,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,220,1,Very Heavy (26+)
311,0.1,1.0,1.0,0.1,0.2890648263178879,0.24444444444444444,16,1,Heavy (11-25)
312,0.0,0.0,0.0,0.0,0.0,0.0,54,1,Very Heavy (26+)
313,0.1,1.0,1.0,0.3333333333333333,0.5,0.4,25,1,Heavy (11-25)
314,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,292,1,Very Heavy (26+)
315,0.0,0.0,0.0,0.0,0.0,0.35555555555555557,21,1,Heavy (11-25)
316,0.0,0.0,0.0,0.0,0.0,0.0,74,1,Very Heavy (26+)
317,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,20,1,Heavy (11-25)
318,0.0,0.0,0.0,0.0,0.0,0.4888888888888889,18,1,Heavy (11-25)
319,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,711,1,Very Heavy (26+)
320,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,19,1,Heavy (11-25)
321,0.0,0.0,0.0,0.0,0.0,0.08888888888888889,221,1,Very Heavy (26+)
322,0.1,1.0,1.0,0.14285714285714285,0.3333333333333333,0.4,39,1,Very Heavy (26+)
323,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,114,1,Very Heavy (26+)
324,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,75,1,Very Heavy (26+)
325,0.0,0.0,0.0,0.0,0.0,0.0,41,1,Very Heavy (26+)
326,0.0,0.0,0.0,0.0,0.0,0.2,375,1,Very Heavy (26+)
327,0.0,0.0,0.0,0.0,0.0,0.0,233,1,Very Heavy (26+)
328,0.0,0.0,0.0,0.0,0.0,0.0,50,1,Very Heavy (26+)
329,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,760,1,Very Heavy (26+)
330,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,73,1,Very Heavy (26+)
331,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,582,1,Very Heavy (26+)
332,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,66,1,Very Heavy (26+)
333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,225,1,Very Heavy (26+)
334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,60,1,Very Heavy (26+)
335,0.0,0.0,0.0,0.0,0.0,0.0,147,1,Very Heavy (26+)
336,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,105,1,Very Heavy (26+)
337,0.0,0.0,0.0,0.0,0.0,0.0,197,1,Very Heavy (26+)
338,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,361,1,Very Heavy (26+)
339,0.0,0.0,0.0,0.0,0.0,0.0,122,1,Very Heavy (26+)
340,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,106,1,Very Heavy (26+)
341,0.0,0.0,0.0,0.0,0.0,0.0,17,1,Heavy (11-25)
342,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,113,1,Very Heavy (26+)
343,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,294,1,Very Heavy (26+)
344,0.0,0.0,0.0,0.0,0.0,0.08888888888888889,84,1,Very Heavy (26+)
345,0.0,0.0,0.0,0.0,0.0,0.0,24,1,Heavy (11-25)
346,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,282,1,Very Heavy (26+)
347,0.0,0.0,0.0,0.0,0.0,0.0,97,1,Very Heavy (26+)
348,0.0,0.0,0.0,0.0,0.0,0.4888888888888889,96,1,Very Heavy (26+)
349,0.0,0.0,0.0,0.0,0.0,0.08888888888888889,265,1,Very Heavy (26+)
350,0.1,1.0,1.0,1.0,1.0,0.4,61,1,Very Heavy (26+)
351,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,102,1,Very Heavy (26+)
352,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,852,1,Very Heavy (26+)
353,0.0,0.0,0.0,0.0,0.0,0.2,21,1,Heavy (11-25)
354,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,55,1,Very Heavy (26+)
355,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,418,1,Very Heavy (26+)
356,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,20,1,Heavy (11-25)
357,0.0,0.0,0.0,0.0,0.0,0.35555555555555557,47,1,Very Heavy (26+)
358,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,68,1,Very Heavy (26+)
359,0.0,0.0,0.0,0.0,0.0,0.0,47,1,Very Heavy (26+)
360,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,66,1,Very Heavy (26+)
361,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,25,1,Heavy (11-25)
362,0.0,0.0,0.0,0.0,0.0,0.0,50,1,Very Heavy (26+)
363,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,42,1,Very Heavy (26+)
364,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,27,1,Very Heavy (26+)
365,0.0,0.0,0.0,0.0,0.0,0.0,45,1,Very Heavy (26+)
366,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,254,1,Very Heavy (26+)
367,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,26,1,Very Heavy (26+)
368,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,319,1,Very Heavy (26+)
369,0.0,0.0,0.0,0.0,0.0,0.0,81,1,Very Heavy (26+)
370,0.0,0.0,0.0,0.0,0.0,0.5111111111111111,55,1,Very Heavy (26+)
371,0.0,0.0,0.0,0.0,0.0,0.35555555555555557,77,1,Very Heavy (26+)
372,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,167,1,Very Heavy (26+)
373,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,26,1,Very Heavy (26+)
374,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,50,1,Very Heavy (26+)
375,0.1,1.0,1.0,0.3333333333333333,0.5,0.0,48,1,Very Heavy (26+)
376,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,114,1,Very Heavy (26+)
377,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,134,1,Very Heavy (26+)
378,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,37,1,Very Heavy (26+)
379,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,63,1,Very Heavy (26+)
380,0.0,0.0,0.0,0.0,0.0,0.0,136,1,Very Heavy (26+)
381,0.0,0.0,0.0,0.0,0.0,0.0,33,1,Very Heavy (26+)
382,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,53,1,Very Heavy (26+)
383,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,20,1,Heavy (11-25)
384,0.1,1.0,1.0,0.125,0.31546487678572877,0.5111111111111111,21,1,Heavy (11-25)
385,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,135,1,Very Heavy (26+)
386,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,256,1,Very Heavy (26+)
387,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,67,1,Very Heavy (26+)
388,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,56,1,Very Heavy (26+)
389,0.0,0.0,0.0,0.0,0.0,0.4,71,1,Very Heavy (26+)
390,0.0,0.0,0.0,0.0,0.0,0.0,209,1,Very Heavy (26+)
391,0.0,0.0,0.0,0.0,0.0,0.4,80,1,Very Heavy (26+)
392,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,486,1,Very Heavy (26+)
393,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,73,1,Very Heavy (26+)
394,0.0,0.0,0.0,0.0,0.0,0.0,37,1,Very Heavy (26+)
395,0.0,0.0,0.0,0.0,0.0,0.0,21,1,Heavy (11-25)
396,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,160,1,Very Heavy (26+)
397,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,31,1,Very Heavy (26+)
398,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,221,1,Very Heavy (26+)
399,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,29,1,Very Heavy (26+)
400,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,38,1,Very Heavy (26+)
401,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,77,1,Very Heavy (26+)
402,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,275,1,Very Heavy (26+)
403,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,279,1,Very Heavy (26+)
404,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,49,1,Very Heavy (26+)
405,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,48,1,Very Heavy (26+)
406,0.0,0.0,0.0,0.0,0.0,0.35555555555555557,144,1,Very Heavy (26+)
407,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,31,1,Very Heavy (26+)
408,0.0,0.0,0.0,0.0,0.0,0.35555555555555557,155,1,Very Heavy (26+)
409,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,295,1,Very Heavy (26+)
410,0.1,1.0,1.0,0.3333333333333333,0.5,0.0,92,1,Very Heavy (26+)
411,0.0,0.0,0.0,0.0,0.0,0.0,625,1,Very Heavy (26+)
412,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,475,1,Very Heavy (26+)
413,0.0,0.0,0.0,0.0,0.0,0.35555555555555557,98,1,Very Heavy (26+)
414,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,56,1,Very Heavy (26+)
415,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,270,1,Very Heavy (26+)
416,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,60,1,Very Heavy (26+)
417,0.1,1.0,1.0,0.5,0.6309297535714575,0.35555555555555557,16,1,Heavy (11-25)
418,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,50,1,Very Heavy (26+)
419,0.0,0.0,0.0,0.0,0.0,0.4888888888888889,107,1,Very Heavy (26+)
420,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,62,1,Very Heavy (26+)
421,0.0,0.0,0.0,0.0,0.0,0.08888888888888889,18,1,Heavy (11-25)
422,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,43,1,Very Heavy (26+)
423,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,59,1,Very Heavy (26+)
424,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,1224,1,Very Heavy (26+)
425,0.1,1.0,1.0,0.16666666666666666,0.3562071871080222,0.2222222222222222,186,1,Very Heavy (26+)
426,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,238,1,Very Heavy (26+)
427,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,25,1,Heavy (11-25)
428,0.0,0.0,0.0,0.0,0.0,0.4,46,1,Very Heavy (26+)
429,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,343,1,Very Heavy (26+)
430,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,60,1,Very Heavy (26+)
431,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,83,1,Very Heavy (26+)
432,0.0,0.0,0.0,0.0,0.0,0.0,72,1,Very Heavy (26+)
433,0.0,0.0,0.0,0.0,0.0,0.0,37,1,Very Heavy (26+)
434,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,41,1,Very Heavy (26+)
435,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,128,1,Very Heavy (26+)
436,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,130,1,Very Heavy (26+)
437,0.0,0.0,0.0,0.0,0.0,0.6222222222222222,50,1,Very Heavy (26+)
438,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,601,1,Very Heavy (26+)
439,0.0,0.0,0.0,0.0,0.0,0.2,86,1,Very Heavy (26+)
440,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,28,1,Very Heavy (26+)
441,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,46,1,Very Heavy (26+)
442,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,422,1,Very Heavy (26+)
443,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,32,1,Very Heavy (26+)
444,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,116,1,Very Heavy (26+)
445,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,284,1,Very Heavy (26+)
446,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,49,1,Very Heavy (26+)
447,0.0,0.0,0.0,0.0,0.0,0.0,35,1,Very Heavy (26+)
448,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,20,1,Heavy (11-25)
449,0.0,0.0,0.0,0.0,0.0,0.2,53,1,Very Heavy (26+)
450,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,49,1,Very Heavy (26+)
451,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,208,1,Very Heavy (26+)
452,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,130,1,Very Heavy (26+)
453,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,390,1,Very Heavy (26+)
454,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,265,1,Very Heavy (26+)
455,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,23,1,Heavy (11-25)
456,0.0,0.0,0.0,0.0,0.0,0.08888888888888889,152,1,Very Heavy (26+)
457,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,235,1,Very Heavy (26+)
458,0.0,0.0,0.0,0.0,0.0,0.0,32,1,Very Heavy (26+)
459,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,30,1,Very Heavy (26+)
460,0.0,0.0,0.0,0.0,0.0,0.0,45,1,Very Heavy (26+)
461,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,511,1,Very Heavy (26+)
462,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,174,1,Very Heavy (26+)
463,0.0,0.0,0.0,0.0,0.0,0.0,112,1,Very Heavy (26+)
464,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,80,1,Very Heavy (26+)
465,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,35,1,Very Heavy (26+)
466,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,198,1,Very Heavy (26+)
467,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,66,1,Very Heavy (26+)
468,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,22,1,Heavy (11-25)
469,0.0,0.0,0.0,0.0,0.0,0.5111111111111111,48,1,Very Heavy (26+)
470,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,63,1,Very Heavy (26+)
471,0.0,0.0,0.0,0.0,0.0,0.08888888888888889,95,1,Very Heavy (26+)
472,0.0,0.0,0.0,0.0,0.0,0.08888888888888889,44,1,Very Heavy (26+)
473,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,48,1,Very Heavy (26+)
474,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,315,1,Very Heavy (26+)
475,0.0,0.0,0.0,0.0,0.0,0.35555555555555557,246,1,Very Heavy (26+)
476,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,430,1,Very Heavy (26+)
477,0.0,0.0,0.0,0.0,0.0,0.0,197,1,Very Heavy (26+)
478,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,42,1,Very Heavy (26+)
479,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,91,1,Very Heavy (26+)
480,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,94,1,Very Heavy (26+)
481,0.0,0.0,0.0,0.0,0.0,0.4,197,1,Very Heavy (26+)
482,0.0,0.0,0.0,0.0,0.0,0.5777777777777777,824,1,Very Heavy (26+)
483,0.1,1.0,1.0,0.2,0.38685280723454163,0.37777777777777777,28,1,Very Heavy (26+)
484,0.0,0.0,0.0,0.0,0.0,0.0,33,1,Very Heavy (26+)
485,0.0,0.0,0.0,0.0,0.0,0.0,44,1,Very Heavy (26+)
486,0.0,0.0,0.0,0.0,0.0,0.2,37,1,Very Heavy (26+)
487,0.0,0.0,0.0,0.0,0.0,0.4888888888888889,43,1,Very Heavy (26+)
488,0.0,0.0,0.0,0.0,0.0,0.2,19,1,Heavy (11-25)
489,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,22,1,Heavy (11-25)
490,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,75,1,Very Heavy (26+)
491,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,21,1,Heavy (11-25)
492,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,30,1,Very Heavy (26+)
493,0.0,0.0,0.0,0.0,0.0,0.0,153,1,Very Heavy (26+)
494,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,189,1,Very Heavy (26+)
495,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,42,1,Very Heavy (26+)
496,0.0,0.0,0.0,0.0,0.0,0.2,118,1,Very Heavy (26+)
497,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,20,1,Heavy (11-25)
498,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,170,1,Very Heavy (26+)
499,0.0,0.0,0.0,0.0,0.0,0.2,198,1,Very Heavy (26+)
500,0.0,0.0,0.0,0.0,0.0,0.2,99,1,Very Heavy (26+)
